State,City,Airport,LocID,"Ownership","Svc Lvl","Hub","Role","Enplaned","Based Aircraft","Development Estimate 2025-2029"
Pennsylvania,Avoca,Wilkes-Barre/Scranton International,AVP,PU,P,N,,"174,061",33,"19,959,666"
Pennsylvania,Beaver Falls,Beaver County,BVI,PU,R,,Regional,0,125,"2,085,555"
Pennsylvania,Beaver Falls,Zelienople Municipal,PJC,PU,GA,,Regional,1,52,"3,121,666"
Pennsylvania,Bedford,Bedford County,HMZ,PU,GA,,Local,22,21,"2,659,056"
Pennsylvania,Bloomsburg,Bloomsburg Municipal,N13,PU,GA,,Local,4,19,"2,001,112"
Pennsylvania,Bradford,Bradford Regional,BFD,PU,CS,,Regional,"3,897",17,"5,222,910"
Pennsylvania,Brookville,Dubois Regional,DUJ,PU,CS,,Local,"5,568",15,"2,452,631"
Pennsylvania,Butler,Pittsburgh/Butler Regional,BTP,PU,R,,Regional,33,115,"1,332,222"
Pennsylvania,Chambersburg,Franklin County Regional,N68,PU,GA,,Local,0,21,"4,846,111"
Pennsylvania,Clarion,Clarion County,AXQ,PU,GA,,Basic,5,13,"1,844,445"
Pennsylvania,Clearfield,Clearfield-Lawrence,FIG,PU,GA,,Local,0,16,"1,333,334"
Pennsylvania,Coatesville,Chester County G O Carlson,MQS,PU,R,,National,68,94,"5,021,110"
Pennsylvania,Connellsville,Joseph A Hardy Connellsville,VVS,PU,GA,,Local,2,34,"5,895,556"
Pennsylvania,Corry,Corry-Lawrence,8G2,PU,GA,,Basic,0,11,"2,210,000"
Pennsylvania,Doylestown,Doylestown,DYL,PU,R,,Regional,19,145,"2,844,444"
Pennsylvania,Ebensburg,Ebensburg,9G8,PU,GA,,Basic,0,10,"1,084,444"
Pennsylvania,Erie,Erie International/Tom Ridge Field,ERI,PU,P,N,,"47,206",51,"20,508,987"
Pennsylvania,Franklin,Venango Regional,FKL,PU,GA,,Local,0,26,"2,120,434"
Pennsylvania,Gettysburg,Gettysburg Regional,W05,PU,GA,,Local,1,26,"5,474,238"
Pennsylvania,Greenville,Greenville Municipal,4G1,PU,GA,,Local,0,17,"2,005,679"
Pennsylvania,Grove City,Grove City,29D,PU,GA,,Regional,1,29,"4,833,334"
Pennsylvania,Harrisburg,Harrisburg International,MDT,PU,P,S,,"654,789",23,"34,187,083"
Pennsylvania,Hazleton,Hazleton Regional,HZL,PU,GA,,Regional,0,62,"5,074,444"
Pennsylvania,Indiana,Indiana County/Jimmy Stewart Field,IDI,PU,GA,,Local,0,53,"7,647,111"
Pennsylvania,Johnstown,John Murtha Johnstown/Cambria County,JST,PU,P,N,,"14,253",26,"3,394,736"
Pennsylvania,Latrobe,Arnold Palmer Regional,LBE,PU,P,N,,"76,923",138,"17,380,486"
Pennsylvania,Lehighton,Jake Arner Memorial,22N,PU,GA,,Local,0,34,"1,758,778"
Pennsylvania,Lititz,Lancaster,LNS,PU,CS,,National,"6,260",122,"18,602,389"
Pennsylvania,Lock Haven,William T Piper Memorial,LHV,PU,GA,,Local,0,40,"1,424,444"
Pennsylvania,Meadville,Port Meadville,GKJ,PU,GA,,Regional,3,26,"1,373,085"
Pennsylvania,Mount Pocono,Pocono Mountains Regional,MPO,PU,GA,,Regional,34,51,"5,996,945"
Pennsylvania,New Castle,New Castle Municipal,UCP,PU,GA,,Local,0,56,"2,097,667"
Pennsylvania,New Cumberland Army Depot,Capital City,CXY,PU,R,,Regional,44,112,"14,758,292"
Pennsylvania,Philadelphia,Philadelphia International,PHL,PU,P,L,,"13,658,669",24,"377,310,630"
Pennsylvania,Philadelphia,Northeast Philadelphia,PNE,PU,R,,National,179,141,"19,175,333"
Pennsylvania,Philipsburg,Mid-State,PSB,PU,GA,,Unclassified,0,3,0
Pennsylvania,Pittsburgh,Pittsburgh International,PIT,PU,P,M,,"4,493,011",23,"109,344,597"
Pennsylvania,Pottstown,Pottstown Municipal,N47,PU,GA,,Local,0,32,"1,920,065"
Pennsylvania,Pottstown,Heritage Field,PTW,PR,R,,Regional,0,112,"3,395,556"
Pennsylvania,Pottsville,Schuylkill County/Joe Zerbey,ZER,PU,GA,,Local,0,16,"4,376,667"
Pennsylvania,Punxsutawney,Punxsutawney Municipal,N35,PU,GA,,Basic,0,11,"1,668,889"
Pennsylvania,Quakertown,Quakertown,UKT,PU,GA,,Local,0,82,"2,071,112"
Pennsylvania,Reading,Reading Regional/Carl A Spaatz Field,RDG,PU,GA,,National,103,132,"10,291,110"
Pennsylvania,Reedsville,Mifflin County,RVL,PU,GA,,Local,0,37,"2,167,778"
Pennsylvania,Selinsgrove,Penn Valley,SEG,PU,GA,,Regional,3,30,"2,317,500"
Pennsylvania,Shamokin,Northumberland County,N79,PU,GA,,Local,0,21,"2,069,444"
Pennsylvania,Somerset,Somerset County,2G9,PU,GA,,Local,0,24,"1,322,221"
Pennsylvania,St. Marys,St Marys Municipal,OYM,PU,GA,,Basic,0,14,"1,716,112"
Pennsylvania,State College,State College Regional,UNV,PU,P,N,,"138,860",52,"15,875,049"
Pennsylvania,Titusville,Titusville,6G1,PU,GA,,Basic,0,11,"1,676,666"
Pennsylvania,Toughkenamon,New Garden,N57,PU,R,,Regional,0,122,"2,176,112"
Pennsylvania,Towanda,Bradford County,N27,PU,GA,,Local,13,38,"1,755,445"
Pennsylvania,Washington,Washington County,AFJ,PU,GA,,Regional,38,62,"8,025,555"
Pennsylvania,Wellsboro,Grand Canyon Regional,N38,PU,GA,,Local,0,16,"986,667"
Pennsylvania,West Chester,Brandywine Regional,OQN,PR,R,,Regional,98,120,"3,763,889"
Pennsylvania,West Mifflin,Allegheny County,AGC,PU,R,,National,344,70,"41,831,605"
Pennsylvania,West Newton,Rostraver,FWQ,PU,R,,Local,0,44,"2,356,666"
Pennsylvania,Wilkes-Barre,Wilkes-Barre Wyoming Valley,WBW,PU,GA,,Local,3,55,"1,317,778"
Pennsylvania,Williamsport,Williamsport Regional,IPT,PU,GA,,Regional,173,31,"4,661,111"
Rhode Island,Block Island,Block Island State,BID,PU,P,N,,"15,194",4,"2,611,111"
Rhode Island,Newport,Newport State,UUU,PU,GA,,Basic,754,9,"17,916,667"
Rhode Island,North Kingstown,Quonset State,OQU,PU,R,,Regional,155,10,"20,348,975"
Rhode Island,Pawtucket,North Central State,SFZ,PU,R,,Local,11,26,"70,668,853"
Rhode Island,Warwick,Rhode Island Tf Green International,PVD,PU,P,S,,"1,732,909",37,"93,280,987"
Rhode Island,Westerly,Westerly State,WST,PU,P,N,,"12,328",28,"11,816,695"
South Carolina,Aiken,Aiken Regional,AIK,PU,GA,,Regional,113,46,"8,139,238"
South Carolina,Allendale,Allendale County,AQX,PU,GA,,Basic,0,11,"3,937,550"
South Carolina,Anderson,Anderson Regional,AND,PU,GA,,Regional,0,73,"7,365,898"
South Carolina,Andrews,Robert F Swinnie,PHH,PU,GA,,Basic,0,9,"1,246,485"
South Carolina,Bamberg,Bamberg County,99N,PU,GA,,Unclassified,0,3,0
South Carolina,Barnwell,Barnwell Regional,BNL,PU,GA,,Local,0,35,"2,577,172"
South Carolina,Beaufort,Beaufort Exec,ARW,PU,GA,,Local,646,51,"3,814,544"
South Carolina,Bennettsville,Marlboro County Jetport - H E Avent Field,BBP,PU,GA,,Basic,0,12,"5,201,122"
South Carolina,Bishopville,Lee County/Butters Field,52J,PU,GA,,Basic,0,10,"3,572,222"
South Carolina,Camden,Woodward Field,CDN,PU,GA,,Regional,2,22,"15,574,403"
South Carolina,Charleston,Charleston AFB/International,CHS,MA,P,M,,"3,032,751",75,"36,516,492"
South Carolina,Charleston,Charleston Exec,JZI,PU,GA,,Regional,428,49,"4,396,410"
South Carolina,Cheraw,Cheraw Municipal/Lynch Bellinger Field,CQW,PU,GA,,Local,0,17,"2,829,635"
South Carolina,Chester,Chester Catawba Regional,DCM,PU,GA,,Local,0,29,"794,444"
South Carolina,Columbia,Columbia Metro,CAE,PU,P,S,,"593,561",76,"40,157,809"
South Carolina,Columbia,Jim Hamilton L B Owens,CUB,PU,R,,Regional,15,102,"7,700,527"
South Carolina,Conway,Conway-Horry County,HYW,PU,GA,,Regional,4,24,"2,500,000"
South Carolina,Darlington,Darlington County,UDG,PU,GA,,Regional,0,11,"3,922,233"
South Carolina,Florence,Florence Regional,FLO,PU,P,N,,"22,732",47,"8,858,508"
South Carolina,Georgetown,Georgetown County,GGE,PU,GA,,Regional,83,47,"1,911,034"
South Carolina,Greenville,Greenville Downtown,GMU,PU,GA,,National,127,204,"14,351,000"
South Carolina,Greenville,Donaldson Field,GYH,PU,GA,,Regional,0,35,"2,960,000"
South Carolina,Greenwood,Greenwood County,GRD,PU,GA,,Local,5,54,"3,647,505"
South Carolina,Greer,Greenville Spartanburg International,GSP,PU,P,S,,"1,258,715",33,"68,490,704"
South Carolina,Hartsville,Hartsville Regional,HVS,PU,GA,,Local,0,17,"2,194,319"
South Carolina,Hilton Head Island,Hilton Head,HXD,PU,P,N,,"103,963",88,"8,568,579"
South Carolina,Kingstree,Williamsburg Regional,CKI,PU,GA,,Local,2,20,"3,506,017"
South Carolina,Lancaster,Lancaster County-Mc Whirter Field,LKR,PU,GA,,Local,2,40,"1,476,708"
South Carolina,Laurens,Laurens County,LUX,PU,GA,,Local,5,18,"1,643,055"
South Carolina,Loris,Twin City,5J9,PU,GA,,Unclassified,0,4,0
South Carolina,Manning,Santee Cooper Regional,MNI,PU,GA,,Basic,0,14,"4,493,622"
South Carolina,Marion,Marion County,MAO,PU,GA,,Basic,0,12,"9,795,261"
South Carolina,Moncks Corner,Berkeley County,MKS,PU,GA,,Local,3,42,"5,821,391"
South Carolina,Mount Pleasant,Mt Pleasant Regional-Faison Field,LRO,PU,GA,,Local,86,71,"1,178,066"
South Carolina,Myrtle Beach,Myrtle Beach International,MYR,PU,P,S,,"1,658,984",54,"144,089,802"
South Carolina,Newberry,Newberry County,EOE,PU,GA,,Local,0,15,"3,162,020"
South Carolina,North Myrtle Beach,Grand Strand,CRE,PU,GA,,Regional,36,32,"4,000,000"
South Carolina,Orangeburg,Orangeburg Municipal,OGB,PU,GA,,Regional,12,37,"6,527,400"
South Carolina,Pageland,Pageland,PYG,PU,GA,,Local,0,24,"5,689,971"
South Carolina,Pelion,Lexington County,6J0,PU,GA,,Local,0,33,"7,045,200"
South Carolina,Pickens,Pickens County,LQK,PU,GA,,Local,14,46,"4,157,333"
South Carolina,Ridgeland,Ridgeland-Claude Dean,3J1,PU,GA,,Local,45,46,"2,309,958"
South Carolina,Rock Hill,Rock Hill/York County/Bryant Field,UZA,PU,R,,Regional,71,169,"5,456,659"
South Carolina,Saluda,Saluda County,6J4,PU,GA,,Basic,0,12,"3,223,902"
South Carolina,Seneca,Oconee County Regional,CEU,PU,GA,,Regional,80,58,"2,049,685"
South Carolina,Spartanburg,Spartanburg Downtown Memorial/Simpson Field,SPA,PU,GA,,Regional,18,75,"7,700,000"
South Carolina,St. George,St George,6J2,PU,GA,,Unclassified,0,3,0
South Carolina,Summerville,Summerville,DYB,PU,GA,,Local,2,65,"2,140,471"
South Carolina,Sumter,Sumter,SMS,PU,GA,,Regional,29,33,"7,439,417"
South Carolina,Union,"Union County, Troy Shelton Field",35A,PU,GA,,Basic,0,10,"5,582,929"
South Carolina,Walterboro,Lowcountry Regional,RBW,PU,GA,,Local,67,42,"1,186,666"
South Carolina,Winnsboro,Fairfield County,FDW,PU,GA,,Local,2,37,"1,054,522"
South Dakota,- Rosebud,Rosebud Sioux Tribal,SUO,NA,GA,,Basic,0,0,"2,898,332"
South Dakota,Aberdeen,Aberdeen Regional,ABR,PU,P,N,,"22,112",66,"31,732,842"
South Dakota,Belle Fourche,Belle Fourche Municipal,EFC,PU,GA,,Basic,0,11,"8,509,338"
South Dakota,Bison,Bison Municipal,6V5,PU,GA,,Basic,0,6,"3,018,894"
South Dakota,Britton,Britton Municipal,BTN,PU,GA,,Basic,0,13,"6,878,666"
South Dakota,Brookings,Brookings Regional,BKX,PU,GA,,Regional,2,59,"5,363,889"
South Dakota,Buffalo,Harding County,9D2,PU,GA,,Basic,0,5,"1,622,222"
South Dakota,Canton,Canton Municipal,7G9,PU,GA,,Local,0,28,"2,017,666"
South Dakota,Chamberlain,Chamberlain Municipal,9V9,PU,GA,,Basic,6,12,"16,525,222"
South Dakota,Clark,Clark County,8D7,PU,GA,,Local,0,23,"2,937,555"
South Dakota,Custer,Custer County,CUT,PU,GA,,Local,0,21,"22,328,624"
South Dakota,De Smet,Wilder,6E5,PU,GA,,Basic,0,12,"3,155,208"
South Dakota,Eagle Butte,Cheyenne Eagle Butte,84D,NA,GA,,Basic,0,2,"2,109,444"
South Dakota,Edgemont,Edgemont Municipal,6V0,PU,GA,,Unclassified,0,3,0
South Dakota,Eureka,Eureka Municipal,3W8,PU,GA,,Basic,0,10,"1,177,777"
South Dakota,Faith,Faith Municipal,D07,PU,GA,,Basic,0,7,"2,947,222"
South Dakota,Faulkton,Faulkton Municipal,3FU,PU,GA,,Local,0,15,"5,484,096"
South Dakota,Flandreau,Flandreau Municipal,4P3,PU,GA,,Basic,0,12,"6,183,467"
South Dakota,Gettysburg,Gettysburg Municipal,0D8,PU,GA,,Basic,10,11,"1,998,167"
South Dakota,Gregory,Gregory Municipal - Flynn Field,9D1,PU,GA,,Basic,0,13,"3,010,555"
South Dakota,Highmore,Highmore Municipal,9D0,PU,GA,,Basic,0,13,"6,636,777"
South Dakota,Hot Springs,Hot Springs Municipal,HSR,PU,GA,,Local,0,24,"6,227,028"
South Dakota,Howard,Howard Municipal,8D9,PU,GA,,Unclassified,0,6,0
South Dakota,Huron,Huron Regional,HON,PU,GA,,Local,0,25,"4,050,833"
South Dakota,Kadoka,Kadoka Municipal,5V8,PU,GA,,Unclassified,0,2,0
South Dakota,Lemmon,Lemmon Municipal,LEM,PU,GA,,Local,0,18,"2,120,001"
South Dakota,Lowry,Hoven Municipal,9F8,PU,GA,,Basic,0,12,"3,410,793"
South Dakota,Madison,Madison Municipal,MDS,PU,GA,,Local,0,56,"2,841,113"
South Dakota,Martin,Martin Municipal,9V6,PU,GA,,Basic,0,4,"3,703,334"
South Dakota,McLaughlin,Mc Laughlin Municipal,5P2,PU,GA,,Basic,0,9,"20,118,888"
South Dakota,Milbank,Milbank Municipal,1D1,PU,GA,,Basic,0,11,"5,095,334"
South Dakota,Miller,Miller Municipal,MKA,PU,GA,,Basic,0,12,"4,444,555"
South Dakota,Mitchell,Mitchell Municipal,MHE,PU,GA,,Regional,32,33,"10,624,445"
South Dakota,Mobridge,Mobridge Municipal,MBG,PU,GA,,Basic,0,14,"5,967,222"
South Dakota,Murdo,Murdo Municipal,8F6,PU,GA,,Basic,0,3,"15,403,800"
South Dakota,Onida,Onida Municipal,98D,PU,GA,,Local,0,16,"1,686,111"
South Dakota,Parkston,Parkston Municipal,8V3,PU,GA,,Basic,0,12,"4,398,887"
South Dakota,Philip,Philip,PHP,PU,GA,,Basic,0,12,"6,371,647"
South Dakota,Pierre,Pierre Regional,PIR,PU,P,N,,"15,877",65,"22,706,680"
South Dakota,Pine Ridge,Pine Ridge,IEN,NA,GA,,Basic,0,0,"2,336,481"
South Dakota,Platte,Platte Municipal,1D3,PU,GA,,Basic,0,11,"6,262,000"
South Dakota,Presho,Presho Municipal,5P5,PU,GA,,Basic,0,17,"6,000,000"
South Dakota,Rapid City,Rapid City Regional,RAP,PU,P,N,,"345,526",78,"63,341,369"
South Dakota,Redfield,Redfield Municipal,1D8,PU,GA,,Basic,0,12,"2,931,111"
South Dakota,Sioux Falls,Joe Foss Field,FSD,PU,P,S,,"655,505",93,"122,904,328"
South Dakota,Sisseton,Sisseton Municipal,8D3,PU,GA,,Basic,0,9,"2,412,573"
South Dakota,Spearfish,Black Hills-Clyde Ice Field,SPF,PU,GA,,Regional,1,80,"20,535,667"
South Dakota,Springfield,Springfield Municipal,Y03,PU,GA,,Basic,0,10,"1,266,667"
South Dakota,Sturgis,Sturgis Municipal,49B,PU,GA,,Local,0,94,"3,656,666"
South Dakota,Tea,Marv Skie-Lincoln County,Y14,PU,GA,,Local,0,69,"6,193,888"
South Dakota,Vermillion,Harold Davidson Field,VMR,PU,GA,,Local,0,15,"4,103,667"
South Dakota,Wagner,Wagner Municipal,AGZ,PU,GA,,Basic,0,12,"2,184,499"
South Dakota,Wall,Wall Municipal,6V4,PU,GA,,Basic,0,11,"5,681,666"
South Dakota,Watertown,Watertown Regional,ATY,PU,P,N,,"15,532",50,"10,007,942"
South Dakota,Webster,The Sigurd Anderson,1D7,PU,GA,,Basic,0,8,"4,510,001"
South Dakota,Wessington Springs,Wessington Springs,4X4,PU,GA,,Basic,0,5,"2,113,001"
South Dakota,Winner,Winner Regional,ICR,PU,GA,,Local,2,17,"2,343,514"
South Dakota,Yankton,Chan Gurney Municipal,YKN,PU,GA,,Local,0,26,"2,542,709"
Tennessee,Alcoa,McGhee Tyson,TYS,PU,P,S,,"1,382,189",164,"90,277,778"
Tennessee,Athens,McMinn County,MMI,PU,GA,,Regional,0,41,"9,340,000"
Tennessee,Bolivar,William L Whitehurst Field,M08,PU,GA,,Basic,5,14,"3,765,000"
Tennessee,Bristol/Johnson/Kingsport,Tri-Cities,TRI,PU,P,N,,"220,977",53,"12,304,224"
Tennessee,Camden,Benton County,0M4,PU,GA,,Local,4,29,"910,000"
Tennessee,Centerville (CCD),Centerville Municipal,GHM,PU,GA,,Local,0,18,"7,580,000"
Tennessee,Chattanooga,Lovell Field,CHA,PU,P,S,,"488,021",100,"20,564,398"
Tennessee,Clarksville,Outlaw Field,CKV,PU,GA,,Regional,8,87,"6,918,948"
Tennessee,Cleveland,Cleveland Regional Jetport,RZR,PU,GA,,Regional,0,69,"920,000"
Tennessee,Clifton,Hassell Field,M29,PU,GA,,Basic,0,10,"964,334"
Tennessee,Columbia/Mount Pleasant,Maury County Regional,MRC,PU,GA,,Regional,4,29,"800,000"
Tennessee,Copperhill,Martin Campbell Field,1A3,PU,GA,,Local,0,24,"1,125,900"
Tennessee,Covington,Covington Municipal,M04,PU,GA,,Local,0,39,"3,995,000"
Tennessee,Crossville,Crossville Memorial-Whitson Field,CSV,PU,GA,,Local,5,40,"1,515,570"
Tennessee,Darden,Beech River Regional,PVE,PU,GA,,Local,0,20,"585,000"
Tennessee,Dayton,Mark Anton,2A0,PU,GA,,Local,0,40,"1,825,000"
Tennessee,Dickson,Dickson Municipal,M02,PU,GA,,Local,1,31,"3,691,000"
Tennessee,Dyersburg,Dyersburg Regional,DYR,PU,GA,,Regional,6,24,"3,188,000"
Tennessee,Elizabethton,Elizabethton Municipal,0A9,PU,GA,,Regional,41,53,"994,000"
Tennessee,Fayetteville,Fayetteville Municipal,FYM,PU,GA,,Local,0,34,"1,090,000"
Tennessee,Gainesboro,Jackson County,1A7,PU,GA,,Local,0,17,"1,650,000"
Tennessee,Gallatin,Music City Exec,XNX,PU,GA,,National,9,96,"14,668,464"
Tennessee,Greeneville,Greeneville Municipal,GCY,PU,GA,,Local,4,78,"12,499,286"
Tennessee,Humboldt,Humboldt Municipal,M53,PU,GA,,Basic,0,13,"6,035,000"
Tennessee,Huntingdon,Carroll County,HZD,PU,GA,,Local,0,22,"1,515,000"
Tennessee,Jacksboro,Colonel Tommy C Stiner Airfield,JAU,PU,GA,,Basic,0,11,"2,280,000"
Tennessee,Jackson,McKellar-Sipes Regional,MKL,PU,CS,,Regional,"3,264",53,"1,435,895"
Tennessee,Jamestown,Jamestown Municipal,2A1,PU,GA,,Basic,0,12,"1,585,000"
Tennessee,Jasper,Marion County/Brown Field,APT,PU,GA,,Local,0,24,"1,515,000"
Tennessee,Knoxville,Knoxville Downtown Island,DKX,PU,R,,Regional,12,163,"5,450,000"
Tennessee,Lafayette,Lafayette Municipal,3M7,PU,GA,,Local,0,27,"2,070,000"
Tennessee,Lawrenceburg,Lawrenceburg-Lawrence County,2M2,PU,GA,,Local,0,32,"11,136,900"
Tennessee,Lebanon,Lebanon Municipal,M54,PU,GA,,Regional,1,184,"7,385,000"
Tennessee,Lewisburg,Ellington,LUG,PU,GA,,Regional,2,50,"1,171,000"
Tennessee,Linden,James Tucker,M15,PU,GA,,Basic,0,10,"900,000"
Tennessee,Livingston,Livingston Municipal,8A3,PU,GA,,Local,0,16,"4,310,000"
Tennessee,Madisonville,Monroe County,MNV,PU,GA,,Local,0,40,"1,646,715"
Tennessee,McMinnville,Warren County Memorial,RNC,PU,GA,,Regional,0,43,"7,670,000"
Tennessee,Memphis,General Dewitt Spain,M01,PU,R,,Regional,0,77,"27,044,444"
Tennessee,Memphis,Memphis International,MEM,PU,P,M,,"2,399,857",65,"182,789,359"
Tennessee,Millington,Charles W Baker,2M8,PU,R,,Regional,0,99,"5,105,000"
Tennessee,Millington,Millington/Memphis,NQA,PU,GA,,Regional,0,64,"1,894,500"
Tennessee,Morristown,Moore-Murrell,MOR,PU,GA,,Regional,0,53,"9,910,898"
Tennessee,Mountain City,Johnson County,6A4,PU,GA,,Local,6,26,"2,975,000"
Tennessee,Murfreesboro,Murfreesboro Municipal,MBT,PU,GA,,Regional,0,123,"5,665,000"
Tennessee,Nashville,Nashville International,BNA,PU,P,L,,"11,227,196",103,"1,394,034,035"
Tennessee,Nashville,John C Tune,JWN,PU,R,,National,530,189,"4,270,000"
Tennessee,Oneida,Scott Municipal,SCX,PU,GA,,Local,0,37,"6,925,555"
Tennessee,Paris,Henry County,PHT,PU,GA,,Local,0,17,"4,217,000"
Tennessee,Portland,Douglas Hunter Field,1M5,PU,GA,,Local,36,22,"7,402,233"
Tennessee,Pulaski,Abernathy Field,GZS,PU,GA,,Local,0,23,"9,597,000"
Tennessee,Ridgewood,Rockwood Municipal,RKW,PU,GA,,Local,0,16,"1,805,000"
Tennessee,Rogersville,Hawkins County,RVN,PU,GA,,Local,0,20,"5,920,000"
Tennessee,Savannah,Savannah-Hardin County,SNH,PU,GA,,Local,0,16,"1,410,000"
Tennessee,Selmer,Robert Sibley,SZY,PU,GA,,Local,0,28,"1,830,015"
Tennessee,Sevierville,Gatlinburg-Pigeon Forge,GKT,PU,GA,,Regional,42,88,"1,768,333"
Tennessee,Sewanee,Franklin County,UOS,PU,GA,,Local,0,15,"6,775,000"
Tennessee,Shelbyville,Bomar Field/Shelbyville Municipal,SYI,PU,GA,,Regional,0,57,"2,747,500"
Tennessee,Smithville,Smithville Municipal,0A3,PU,GA,,Local,0,17,"5,710,000"
Tennessee,Smyrna,Smyrna,MQY,PU,R,,National,"1,364",198,"25,563,298"
Tennessee,Somerville,Fayette County,FYE,PU,GA,,Local,4,53,"6,217,000"
Tennessee,Sparta,Upper Cumberland Regional,SRB,PU,GA,,Local,36,108,"4,933,218"
Tennessee,Springfield,Springfield Robertson County,M91,PU,GA,,Local,31,64,"2,385,000"
Tennessee,Tazewell,New Tazewell Municipal,3A2,PU,GA,,Local,0,16,"1,362,500"
Tennessee,Trenton,Gibson County,TGC,PU,GA,,Local,0,27,"4,285,000"
Tennessee,Tullahoma,Tullahoma Regional/Wm Northern Field,THA,PU,GA,,Regional,6,118,"1,396,000"
Tennessee,Union City,Everett-Stewart Regional,UCY,PU,GA,,Local,8,51,"10,515,000"
Tennessee,Waverly,Humphreys County,0M5,PU,GA,,Local,0,17,"1,917,500"
Tennessee,Winchester,Winchester Municipal,BGF,PU,GA,,Local,30,29,"3,810,000"
Texas,Abilene,Abilene Regional,ABI,PU,P,N,,"79,831",105,"2,222,222"
Texas,Alice,Alice International,ALI,PU,GA,,Basic,34,12,"3,500,000"
Texas,Alpine,Alpine-Casparis Municipal,E38,PU,GA,,Local,2,43,"925,000"
Texas,Amarillo,Rick Husband Amarillo International,AMA,PU,P,N,,"397,983",29,"24,212,556"
Texas,Anahuac,Chambers County,T00,PU,GA,,Local,0,21,"1,500,000"
Texas,Andrews,Andrews County,E11,PU,GA,,Local,0,19,"15,250,000"
Texas,Angleton,Texas Gulf Coast Regional,LBX,PU,R,,Regional,0,99,"4,945,662"
Texas,Arlington,Arlington Municipal,GKY,PU,R,,National,58,197,"12,920,000"
Texas,Aspermont,Stonewall County,T60,PU,GA,,Basic,0,0,"888,889"
Texas,Athens,Athens Municipal,F44,PU,GA,,Local,17,23,"2,935,000"
Texas,Atlanta,Hall-Miller Municipal,ATA,PU,GA,,Local,0,25,"4,917,553"
Texas,Austin,Austin-Bergstrom International,AUS,PU,P,L,,"10,833,443",152,"1,047,269,147"
Texas,Bay City,Bay City Regional,BYY,PU,GA,,Local,0,24,"9,833,333"
Texas,Beaumont,Beaumont Municipal,BMT,PU,GA,,Regional,0,52,"1,125,000"
Texas,Beaumont,Jack Brooks Regional,BPT,PU,P,N,,"32,150",65,"26,374,821"
Texas,Beeville,Beeville Municipal,BEA,PU,GA,,Local,0,20,"888,889"
Texas,Big Spring,Big Spring McMahon-Wrinkle,BPG,PU,GA,,Local,0,33,"3,566,000"
Texas,Bonham,Jones Field,F00,PU,GA,,Local,0,22,"3,885,000"
Texas,Borger,Hutchinson County,BGD,PU,GA,,Local,1,17,"1,700,000"
Texas,Bowie,Bowie Municipal,0F2,PU,GA,,Local,0,28,"1,500,000"
Texas,Brady,Curtis Field,BBD,PU,GA,,Local,2,22,"4,625,000"
Texas,Breckenridge,Stephens County,BKD,PU,GA,,Local,4,16,"2,500,667"
Texas,Brenham,Brenham Municipal,11R,PU,GA,,Regional,0,56,"10,241,553"
Texas,Bridgeport,Bridgeport Municipal,XBP,PU,GA,,Local,0,34,"1,900,000"
Texas,Brownfield,Terry County,BFE,PU,GA,,Local,0,15,"1,090,000"
Texas,Brownsville,Brownsville/South Padre Island International,BRO,PU,P,N,,"176,056",45,"39,507,164"
Texas,Brownwood,Brownwood Regional,BWD,PU,GA,,Regional,4,43,"4,428,800"
Texas,Bryan,Coulter Field,CFD,PU,GA,,Regional,0,77,"37,200,000"
Texas,Burnet,Burnet Municipal/Kate Craddock Field,BMQ,PU,GA,,Local,0,53,"6,100,000"
Texas,Caddo Mills,Caddo Mills Municipal,7F3,PU,GA,,Local,0,27,"10,150,000"
Texas,Cameron,Cameron Municipal Airpark,T35,PU,GA,,Local,0,17,0
Texas,Canadian,Hemphill County,HHF,PU,GA,,Local,0,18,"1,600,000"
Texas,Carrizo Springs,Dimmit County,CZT,PU,GA,,Basic,3,11,"1,760,000"
Texas,Carthage,Panola County-Sharpe Field,4F2,PU,GA,,Local,0,20,"5,780,000"
Texas,Castroville,Castroville Municipal,CVB,PU,GA,,Regional,0,79,"4,280,000"
Texas,Center,Center Municipal,F17,PU,GA,,Local,10,35,"800,000"
Texas,Clarksville,Clarksville/Red River County-J D Trissell Field,LBR,PU,GA,,Local,0,18,"950,000"
Texas,Cleburne,Cleburne Regional,CPT,PU,GA,,Regional,0,117,"12,788,074"
Texas,Cleveland,Cleveland Municipal,6R3,PU,GA,,Local,0,19,"800,000"
Texas,Clifton,Clifton Municipal/Isenhower Field,7F7,PU,GA,,Local,0,15,"888,889"
Texas,Coleman,Coleman Municipal,COM,PU,GA,,Local,0,23,"3,925,000"
Texas,College Station,Easterwood Field,CLL,PU,P,N,,"60,072",41,"10,372,058"
Texas,Comanche,Comanche County-City,MKN,PU,GA,,Local,0,16,"3,547,867"
Texas,Commerce,Commerce Municipal,2F7,PU,GA,,Local,0,16,"888,889"
Texas,Conroe,Conroe/North Houston Regional,CXO,PU,R,,National,54,211,"1,675,000"
Texas,Corpus Christi,Corpus Christi International,CRP,PU,P,N,,"352,215",48,"19,126,740"
Texas,Corsicana,C David Campbell Field-Corsicana Municipal,CRS,PU,GA,,Local,0,60,"3,950,000"
Texas,Cotulla,Cotulla-La Salle County,COT,PU,GA,,Basic,0,11,"2,316,667"
Texas,Crockett,Houston County,DKR,PU,GA,,Local,0,19,"888,889"
Texas,Cuero,Cuero Municipal,T71,PU,GA,,Unclassified,0,1,0
