State,City,Airport,LocID,"Ownership","Svc Lvl","Hub","Role","Enplaned","Based Aircraft","Development Estimate 2025-2029"
Georgia,Newnan,Newnan Coweta County,CCO,PU,GA,,Regional,60,144,"6,155,556"
Georgia,Peachtree City,Atlanta Regional Falcon Field,FFC,PU,GA,,Regional,2,219,"27,850,066"
Georgia,Perry,Perry-Houston County,PXE,PU,GA,,Regional,0,72,"9,897,222"
Georgia,Pine Mountain,Harris County,PIM,PU,GA,,Local,0,34,"4,788,889"
Georgia,Quitman,Quitman Brooks County,4J5,PU,GA,,Local,0,28,"2,604,444"
Georgia,Reidsville,Swinton Smith Field at Reidsville Municipal,RVJ,PU,GA,,Local,0,15,"3,416,667"
Georgia,Rome,Richard B Russell Regional - J H Towers Field,RMG,PU,GA,,Regional,4,69,"7,567,556"
Georgia,Sandersville,Kaolin Field,OKZ,PU,GA,,Local,0,26,"4,535,556"
Georgia,Savannah,Savannah/Hilton Head International,SAV,PU,P,S,,"1,909,558",142,"81,672,204"
Georgia,Statesboro,Statesboro-Bulloch County,TBR,PU,GA,,Regional,1,56,"6,080,556"
Georgia,Swainsboro,East Georgia Regional,SBO,PU,GA,,Basic,0,13,"3,400,000"
Georgia,Sylvania,Plantation Airpark,JYL,PU,GA,,Local,0,31,"1,705,000"
Georgia,Sylvester,Sylvester,SYV,PU,GA,,Unclassified,9,7,0
Georgia,Thomaston,Thomaston-Upson County,OPN,PU,GA,,Regional,1,109,"2,087,778"
Georgia,Thomasville,Thomasville Regional,TVI,PU,GA,,Regional,96,42,"6,444,444"
Georgia,Thomson,Thomson-McDuffie County,HQU,PU,GA,,Regional,8,33,"3,050,000"
Georgia,Tifton,Henry Tift Myers,TMA,PU,GA,,Regional,4,34,"7,194,444"
Georgia,Toccoa,Toccoa - R G LeTourneau Field,TOC,PU,GA,,Regional,20,45,"3,900,000"
Georgia,Valdosta,Valdosta Regional,VLD,PU,P,N,,"42,160",69,"8,213,019"
Georgia,Vidalia,Vidalia Regional,VDI,PU,GA,,Local,64,25,"7,350,500"
Georgia,Warm Springs,Roosevelt Memorial,5A9,PU,GA,,Local,0,27,"6,511,111"
Georgia,Washington,Washington/Wilkes County,IIY,PU,GA,,Local,0,15,"3,350,000"
Georgia,Waycross,Waycross-Ware County,AYS,PU,GA,,Regional,5,41,"3,940,000"
Georgia,Waynesboro,Burke County,BXG,PU,GA,,Basic,0,13,"11,293,667"
Georgia,Wheeler,Telfair-Wheeler,MQW,PU,GA,,Basic,0,13,"4,300,000"
Georgia,Winder,Barrow County,WDR,PU,GA,,Regional,0,115,"10,293,333"
Georgia,Wrens,Wrens Memorial,65J,PU,GA,,Unclassified,0,3,0
Hawaii,Hana,Hana,HNM,PU,GA,,Regional,"2,085",0,"14,710,526"
Hawaii,Hanapepe,Port Allen,PAK,PU,GA,,Unclassified,0,3,0
Hawaii,Hawi,Upolu,UPP,PU,GA,,Unclassified,0,1,0
Hawaii,Hilo,Hilo International,ITO,PU,P,S,,"684,175",25,"93,021,328"
Hawaii,Honolulu,Daniel K Inouye International,HNL,PU,P,L,,"10,149,761",230,"582,223,120"
Hawaii,Kahului,Kahului,OGG,PU,P,M,,"3,745,866",75,"193,762,995"
Hawaii,Kailua Kona,Ellison Onizuka Kona International at Keahole,KOA,PU,P,S,,"2,097,042",65,"54,645,796"
Hawaii,Kalaupapa,Kalaupapa,LUP,PU,CS,,Local,"3,085",0,"2,777,778"
Hawaii,Kamuela,Waimea-Kohala,MUE,PU,CS,,Regional,"3,598",4,"3,555,556"
Hawaii,Kapolei,Kalaeloa (John Rodgers Field),JRF,PU,R,,Local,0,20,"87,841,393"
Hawaii,Kaunakakai,Molokai,MKK,PU,P,N,,"85,341",6,"900,000"
Hawaii,Lahaina,Kapalua,JHM,PU,GA,,Unclassified,"3,683",0,0
Hawaii,Lanai City,Lanai,LNY,PU,P,N,,"34,430",0,0
Hawaii,Lihue,Lihue,LIH,PU,P,S,,"1,814,359",46,"66,668,539"
Hawaii,Wahiawa,Kawaihapai Airfield,HDH,MR,GA,,Basic,3,21,"900,000"
Idaho,Aberdeen,Aberdeen Municipal,U36,PU,GA,,Local,0,19,"8,477,778"
Idaho,Arbon Valley,Pocatello Regional,PIH,PU,P,N,,"17,504",48,"30,117,668"
Idaho,Arco,Arco-Butte County,AOC,PU,GA,,Basic,0,7,"5,315,741"
Idaho,Blackfoot,McCarley Field,U02,PU,GA,,Local,0,45,"4,150,184"
Idaho,Boise,Boise Air Trml/Gowen Field,BOI,PU,P,M,,"2,369,164",223,"87,690,224"
Idaho,Bonners Ferry,Boundary County,65S,PU,GA,,Local,0,81,"12,363,333"
Idaho,Buhl,Buhl Municipal,U03,PU,GA,,Local,0,59,"2,038,889"
Idaho,Burley,Burley Municipal,BYI,PU,GA,,Local,0,41,"44,444,444"
Idaho,Caldwell,Caldwell Exec,EUL,PU,R,,Regional,10,514,"17,456,111"
Idaho,Cascade,Cascade,U70,PU,GA,,Local,0,28,"6,251,111"
Idaho,Challis,Challis,LLJ,PU,GA,,Local,0,19,"2,383,334"
Idaho,Council,Council Municipal,U82,PU,GA,,Basic,0,13,"2,505,111"
Idaho,Driggs,Driggs/Reed Memorial,DIJ,PU,GA,,Regional,35,75,"8,080,058"
Idaho,Gooding,Gooding Municipal,GNG,PU,GA,,Local,0,90,"1,482,722"
Idaho,Grangeville,Idaho County,GIC,PU,GA,,Local,7,28,"4,651,989"
Idaho,Hailey,Friedman Memorial,SUN,PU,P,N,,"109,349",157,"14,720,445"
Idaho,Hayden Lake,Coeur D'Alene/Pappy Boyington Field,COE,PU,GA,,National,93,265,"18,842,760"
Idaho,Homedale,Homedale Municipal,S66,PU,GA,,Basic,0,14,"9,018,333"
Idaho,Idaho Falls,Idaho Falls Regional,IDA,PU,P,N,,"270,140",168,"58,116,726"
Idaho,Jerome,Jerome County,JER,PU,GA,,Regional,0,37,"3,653,333"
Idaho,Kamiah,Kamiah Municipal,S73,PU,GA,,Basic,0,12,0
Idaho,Kellogg,Shoshone County,S83,PU,GA,,Basic,0,14,"3,365,556"
Idaho,Lewiston,Lewiston/Nez Perce County,LWS,PU,P,N,,"36,761",145,"23,930,666"
Idaho,McCall,McCall Municipal,MYL,PU,GA,,Local,52,80,"6,404,889"
Idaho,Mountain Home,Mountain Home Municipal,U76,PU,GA,,Local,0,17,"1,747,727"
Idaho,Nampa,Nampa Municipal,MAN,PU,GA,,Regional,6,319,"3,663,333"
Idaho,Orofino,Orofino Municipal,S68,PU,GA,,Local,0,16,"1,532,311"
Idaho,Paris,Bear Lake County,1U7,PU,GA,,Local,8,15,"3,113,763"
Idaho,Preston,Preston,U10,PU,GA,,Local,0,31,"1,541,111"
Idaho,Priest River,Priest River Municipal,1S6,PU,GA,,Basic,0,14,"7,556,111"
Idaho,Rexburg,Rexburg-Madison County,RXE,PU,GA,,Regional,4,52,"45,333,333"
Idaho,Saint Maries,Jack A Buell,S72,PU,GA,,Local,0,15,"1,785,392"
Idaho,Salmon,Lemhi County,SMN,PU,GA,,Local,0,60,"2,672,639"
Idaho,Sandpoint,Sandpoint,SZT,PU,GA,,Local,11,30,"18,680,741"
Idaho,Twin Falls,Joslin Field/Magic Valley Regional,TWF,PU,P,N,,"19,871",111,"28,747,201"
Idaho,Weiser,Weiser Municipal,S87,PU,GA,,Local,0,25,"1,441,111"
Illinois,Alton,St Louis Regional,ALN,PU,R,,Regional,0,93,"24,988,466"
Illinois,Aurora,Aurora Municipal,ARR,PU,R,,National,32,195,"52,481,546"
Illinois,Beardstown,Greater Beardstown,K06,PU,GA,,Basic,0,13,"3,680,000"
Illinois,Belleville,Scott AFB/Midamerica St Louis,BLV,PU,P,N,,"147,421",6,"35,910,583"
Illinois,Benton,Benton Municipal,H96,PU,GA,,Basic,0,10,"3,828,889"
Illinois,Bloomington-Normal Airport,Central Il Regional/Bloomington-Normal,BMI,PU,P,N,,"164,672",78,"20,334,575"
Illinois,Bolingbrook,Bolingbrook's Clow International,1C5,PU,GA,,Local,8,69,"5,803,967"
Illinois,Cahokia,St Louis Downtown,CPS,PU,R,,National,"4,128",123,"17,145,212"
Illinois,Cairo,Cairo Regional,CIR,PU,GA,,Basic,0,12,"11,410,533"
Illinois,Canton,Ingersoll,CTK,PU,GA,,Local,0,28,"4,627,859"
Illinois,Carbondale,Southern Illinois,MDH,PU,GA,,Regional,279,84,"13,532,744"
Illinois,Carmi,Carmi Municipal,CUL,PU,GA,,Local,0,16,"3,383,334"
Illinois,Casey,Casey Municipal,1H8,PU,GA,,Basic,0,11,"3,005,556"
Illinois,Centralia,Centralia Municipal,ENL,PU,GA,,Local,0,32,"12,394,667"
Illinois,Chicago,Chicago Midway International,MDW,PU,P,L,,"10,659,460",33,"326,396,067"
Illinois,Chicago,Chicago O'Hare International,ORD,PU,P,L,,"35,843,091",0,"2,042,331,509"
Illinois,Danville,Vermilion Regional,DNV,PU,GA,,Regional,0,69,"17,327,255"
Illinois,De Kalb,De Kalb Taylor Municipal,DKB,PU,GA,,Local,0,83,"26,917,279"
Illinois,Decatur,Decatur,DEC,PU,P,N,,"11,216",39,"26,407,979"
Illinois,Dixon,Dixon Municipal-Charles R Walgreen Field,C73,PU,GA,,Local,0,23,"20,348,465"
Illinois,DuPage (County),Dupage,DPA,PU,R,,National,112,292,"30,867,842"
Illinois,Effingham,Effingham County Memorial,1H2,PU,GA,,Regional,22,17,"9,866,174"
Illinois,Fairfield,Fairfield Municipal,FWC,PU,GA,,Basic,0,13,"4,064,000"
Illinois,Flora,Flora Municipal,FOA,PU,GA,,Local,0,16,"3,430,000"
Illinois,Freeport,Albertus,FEP,PU,GA,,Local,0,38,"14,773,761"
Illinois,Galesburg,Galesburg Municipal,GBG,PU,GA,,Regional,200,22,"12,841,681"
Illinois,Grays Lake,Campbell,C81,PR,GA,,Unclassified,0,0,0
Illinois,Greenville,Greenville,GRE,PU,GA,,Local,3,44,"3,788,334"
Illinois,Greenwood,Galt Field,10C,PR,GA,,Unclassified,0,24,0
Illinois,Harrisburg,Harrisburg-Raleigh,HSB,PU,GA,,Basic,0,14,"2,716,667"
Illinois,Harvard,Dacy,0C0,PR,GA,,Unclassified,0,27,0
Illinois,Havana,Havana Regional,9I0,PU,GA,,Basic,0,13,"6,077,810"
Illinois,Jacksonville,Jacksonville Municipal,IJX,PU,GA,,Local,9,34,"7,355,333"
Illinois,Joliet,Joliet Regional,JOT,PU,GA,,Local,0,64,"13,530,477"
Illinois,Kankakee,Greater Kankakee,IKK,PU,GA,,Regional,11,73,"62,325,455"
Illinois,Kewanee,Kewanee Municipal,EZI,PU,GA,,Local,0,24,"9,425,312"
Illinois,Lacon,Marshall County,C75,PU,GA,,Local,0,49,"5,003,945"
Illinois,Lake in the Hills,Lake in the Hills,3CK,PU,R,,Regional,0,111,"28,062,367"
Illinois,Lansing,Lansing Municipal,IGQ,PU,R,,Regional,0,91,"32,854,842"
Illinois,Lawrenceville,Mount Carmel Municipal,AJG,PU,GA,,Local,0,17,"3,813,889"
Illinois,Lawrenceville,Lawrenceville-Vincennes International,LWV,PU,GA,,Local,0,36,"5,916,796"
Illinois,Lincoln,Logan County,AAA,PU,GA,,Local,0,28,"2,505,556"
Illinois,Litchfield,Litchfield Municipal,3LF,PU,GA,,Local,0,29,"2,906,667"
Illinois,Macomb,Macomb Municipal,MQB,PU,GA,,Local,0,21,"12,561,928"
Illinois,Marion,Veterans Airport of Southern Illinois,MWA,PU,P,N,,"10,558",24,"8,007,531"
Illinois,Mattoon,Coles County Memorial,MTO,PU,GA,,Regional,240,55,"24,868,541"
Illinois,Metropolis,Metropolis Municipal,M30,PU,GA,,Basic,0,10,"2,929,723"
Illinois,Moline,Quad Cities International,MLI,PU,P,N,,"272,481",85,"45,546,047"
Illinois,Monee,Bult Field,C56,PU,GA,,Local,0,86,"2,620,001"
Illinois,Monmouth,Monmouth Municipal,C66,PU,GA,,Basic,0,11,"11,401,670"
Illinois,Morris,Morris Municipal - James R Washburn Field,C09,PU,GA,,Local,4,63,"21,883,333"
Illinois,Mount Sterling,Mount Sterling Municipal,I63,PU,GA,,Basic,0,9,"4,965,716"
Illinois,Mount Vernon,Mount Vernon,MVN,PU,GA,,Regional,0,32,"17,037,736"
Illinois,Olney,Olney-Noble,OLY,PU,GA,,Local,0,17,"4,399,556"
Illinois,Paris,Edgar County,PRG,PU,GA,,Basic,0,13,"9,531,168"
Illinois,Pekin,Pekin Municipal,C15,PU,GA,,Local,0,42,"16,245,707"
Illinois,Peoria,Mount Hawley Auxiliary,3MY,PU,GA,,Local,0,49,"10,439,444"
Illinois,Peoria,General Downing - Peoria International,PIA,PU,P,N,,"315,482",43,"76,593,530"
Illinois,Peru,Illinois Valley Regional-Walter A Duncan Field,VYS,PU,GA,,Regional,0,53,"11,869,851"
Illinois,Pinckneyville,Pinckneyville/Du Quoin,PJY,PU,GA,,Local,0,17,"2,136,667"
Illinois,Pittsfield,Pittsfield Penstone Municipal,PPQ,PU,GA,,Basic,0,10,"4,389,668"
Illinois,Pontiac,Pontiac Municipal,PNT,PU,GA,,Local,0,18,"9,453,690"
Illinois,Poplar Grove,Poplar Grove,C77,PR,GA,,Unclassified,0,0,0
Illinois,Quincy,Quincy Regional-Baldwin Field,UIN,PU,CS,,Regional,"4,710",37,"39,300,000"
Illinois,Rantoul,Rantoul Ntl Aviation Center-Frank Elliott Field,TIP,PU,GA,,Local,0,17,"21,657,665"
Illinois,Robinson,Crawford County,RSV,PU,GA,,Local,0,2,"3,681,530"
Illinois,Rochelle,Rochelle Municipal/Koritz Field,RPJ,PU,GA,,Local,0,28,"13,265,185"
Illinois,Rockford,Chicago/Rockford International,RFD,PU,P,N,,"120,494",114,"40,267,507"
Illinois,Romeo (RR name for Romeoville),Lewis University,LOT,PU,R,,Regional,12,134,"65,453,221"
Illinois,Salem,Salem-Leckrone,SLO,PU,GA,,Basic,0,12,"4,776,700"
Illinois,Savanna,Tri-Township,SFY,PU,GA,,Basic,0,10,"2,666,667"
Illinois,Savoy,University of Illinois/Willard,CMI,PU,P,N,,"70,184",78,"32,038,581"
Illinois,Schaumburg,Schaumburg Regional,06C,PU,GA,,Local,0,86,"14,779,785"
Illinois,Schaumburg,Schaumburg Municipal Helistop,4H1,PU,GA,,Unclassified,0,0,0
Illinois,Shelbyville,Shelby County,2H0,PU,GA,,Local,0,21,"6,701,000"
Illinois,Sparta,Sparta Community-Hunter Field,SAR,PU,GA,,Local,0,32,"11,991,843"
Illinois,Springfield,Abraham Lincoln Capital,SPI,PU,P,N,,"50,513",91,"15,329,200"
Illinois,Sterling,Whiteside County/Jos H Bittorf Field,SQI,PU,GA,,Local,0,41,"14,110,235"
Illinois,Taylorville,Taylorville Municipal,TAZ,PU,GA,,Local,1,17,"4,780,001"
Illinois,Tuscola,Tuscola,K96,PR,GA,,Unclassified,0,0,0
Illinois,Vandalia,Vandalia Municipal,VLA,PU,GA,,Basic,0,12,"4,316,667"
Illinois,Waukegan,Waukegan Ntl,UGN,PU,R,,National,88,132,"166,420,772"
Illinois,Wheeling,Chicago Exec,PWK,PU,R,,National,255,236,"81,599,324"
Indiana,Anderson,Anderson Municipal-Darlington Field,AID,PU,GA,,Regional,7,106,"6,987,564"
Indiana,Angola,Tri-State Steuben County,ANQ,PU,GA,,Local,0,39,"2,205,444"
Indiana,Auburn,De Kalb County,GWB,PU,GA,,Regional,0,54,"10,432,747"
Indiana,Bedford,Virgil I Grissom Municipal,BFR,PU,GA,,Local,0,28,"5,351,599"
Indiana,Bloomington,Monroe County,BMG,PU,GA,,Regional,"2,617",105,"31,545,100"
Indiana,Columbus,Columbus Municipal,BAK,PU,GA,,Regional,15,73,"20,690,860"
Indiana,Connersville,Mettel Field,CEV,PU,GA,,Basic,0,14,"1,274,644"
Indiana,Crawfordsville,Crawfordsville Regional,CFJ,PU,GA,,Local,1,31,"1,443,667"
Indiana,Danville,Hendricks County-Gordon Graham Field,2R2,PU,R,,Local,0,66,"8,283,460"
Indiana,Delphi,Delphi Municipal,1I9,PU,GA,,Local,0,28,"3,674,000"
Indiana,Elkhart,Elkhart Municipal,EKM,PU,GA,,Regional,8,74,"8,458,311"
Indiana,Evansville,Evansville Regional,EVV,PU,P,N,,"165,186",53,"52,931,477"
Indiana,Fishers,Indianapolis Metro,UMP,PU,R,,Regional,70,137,"2,326,111"
Indiana,Fort Wayne,Fort Wayne International,FWA,PU,P,N,,"392,876",73,"23,302,541"
Indiana,Fort Wayne,Smith Field,SMD,PU,GA,,Local,0,47,"4,306,666"
Indiana,Frankfort,Frankfort Clinton County Regional,FKR,PU,GA,,Regional,2,36,"13,082,519"
Indiana,French Lick,French Lick Municipal,FRH,PU,GA,,Local,0,15,"5,560,467"
Indiana,Gary,Gary/Chicago International,GYY,PU,GA,,National,"4,098",99,"92,715,198"
Indiana,Goshen,Goshen Municipal,GSH,PU,GA,,Regional,0,61,"6,114,297"
Indiana,Greencastle,Putnam County Regional,GPC,PU,GA,,Local,0,25,"1,986,199"
Indiana,Greensburg,Greensburg Municipal,I34,PU,GA,,Local,0,38,"7,471,552"
Indiana,Greenwood,Indy South Greenwood,HFY,PU,GA,,Regional,2,98,"6,052,023"
Indiana,Griffith,Griffith-Merrillville,05C,PU,R,,Local,1,48,"8,020,872"
Indiana,Huntingburg,Huntingburg,HNB,PU,GA,,Regional,6,29,"5,428,019"
Indiana,Huntington,Huntington Municipal,HHG,PU,GA,,Local,0,65,"1,599,372"
Indiana,Indianapolis,Indianapolis Downtown,8A4,PU,GA,,Unclassified,0,1,0
Indiana,Indianapolis,Eagle Creek Airpark,EYE,PU,R,,Regional,4,90,"4,305,800"
Indiana,Indianapolis,Indianapolis International,IND,PU,P,M,,"4,788,333",95,"511,926,366"
Indiana,Jeffersonville,Clark Regional,JVY,PU,R,,National,49,170,"9,614,545"
Indiana,Kendallville,Kendallville Municipal,C62,PU,GA,,Local,0,26,"2,019,782"
Indiana,Kentland,Kentland Municipal,50I,PU,GA,,Basic,0,14,"4,355,556"
Indiana,Knox,Starke County,OXI,PU,GA,,Local,0,23,"1,533,167"
Indiana,Kokomo,Kokomo Municipal,OKK,PU,GA,,Local,0,63,"10,178,711"
Indiana,La Porte,La Porte Municipal,PPO,PU,GA,,Local,3,72,"7,324,663"
Indiana,Logansport,Logansport/Cass County,GGP,PU,GA,,Local,0,18,"8,340,417"
Indiana,Madison,Madison Municipal,IMS,PU,GA,,Regional,0,55,"4,801,301"
Indiana,Marion,Marion Municipal - McKinney Field,MZZ,PU,GA,,Regional,0,54,"4,320,317"
Indiana,McCordsville,Indianapolis Regional,MQJ,PU,R,,National,40,165,"17,318,996"
Indiana,Michigan City,Michigan City Municipal-Phillips Field,MGC,PU,GA,,Regional,9,50,"41,165,027"
Indiana,Monticello,White County,MCX,PU,GA,,Local,7,20,"7,402,889"
Indiana,Muncie,Delaware County Regional,MIE,PU,GA,,Regional,0,24,"17,403,082"
Indiana,New Castle,New Castle Henry County Marlatt Field,UWL,PU,GA,,Local,0,16,"6,313,158"
Indiana,North Vernon,North Vernon,OVO,PU,GA,,Local,0,37,"2,426,545"
Indiana,Paoli,Paoli Municipal,I42,PU,GA,,Local,0,18,"415,431"
Indiana,Peru,Peru Municipal,I76,PU,GA,,Local,0,20,"2,208,081"
Indiana,Plymouth,Plymouth Municipal,C65,PU,GA,,Local,9,24,"1,517,333"
Indiana,Portland,Portland Municipal,PLD,PU,GA,,Local,0,25,"5,969,615"
Indiana,Rensselaer,Jasper County,RZL,PU,GA,,Local,0,18,"1,128,333"
Indiana,Richmond,Richmond Municipal,RID,PU,GA,,Local,5,42,"2,700,814"
Indiana,Rochester,Fulton County,RCR,PU,GA,,Basic,0,10,"4,294,682"
Indiana,Salem,Salem Municipal,I83,PU,GA,,Local,0,35,"13,995,778"
Indiana,Seymour,Freeman Municipal,SER,PU,GA,,Local,0,48,"9,418,798"
Indiana,Shelbyville,Shelbyville Municipal,GEZ,PU,GA,,Local,0,42,"6,144,400"
Indiana,South Bend,South Bend International,SBN,PU,P,N,,"411,369",60,"102,703,079"
Indiana,Sullivan,Sullivan County,SIV,PU,GA,,Local,0,23,"979,667"
Indiana,Tell City,Perry County Municipal,TEL,PU,GA,,Local,0,19,"1,658,776"
Indiana,Terre Haute,Terre Haute Regional,HUF,PU,GA,,Regional,381,75,"7,198,515"
Indiana,Valparaiso,Porter County Regional,VPZ,PU,GA,,Regional,0,139,"13,945,670"
Indiana,Wabash,Wabash Municipal,IWH,PU,GA,,Basic,2,13,"2,821,166"
Indiana,Warsaw,Warsaw Municipal,ASW,PU,GA,,Regional,22,47,"51,723,389"
Indiana,Washington,Daviess County,DCY,PU,GA,,Local,0,30,"2,711,354"
Indiana,West Lafayette,Purdue University,LAF,PU,GA,,Regional,"2,245",99,"21,443,311"
Indiana,Winamac,Arens Field,RWN,PU,GA,,Local,0,17,"2,110,222"
Indiana,Winchester,Randolph County,I22,PU,GA,,Basic,0,12,"4,281,988"
Indiana,Zionsville,Indianapolis Exec,TYQ,PU,R,,National,106,98,"15,827,371"
Iowa,Albia,Albia Municipal,4C8,PU,GA,,Unclassified,0,2,0
Iowa,Algona,Algona Municipal,AXA,PU,GA,,Local,3,26,"1,475,000"
Iowa,Ames,Ames Municipal,AMW,PU,GA,,Regional,19,61,"24,181,667"
Iowa,Ankeny,Ankeny Regional,IKV,PU,R,,Regional,324,88,"33,238,801"
Iowa,Atlantic,Atlantic Municipal,AIO,PU,GA,,Local,0,25,"3,233,333"
Iowa,Audubon,Audubon County,ADU,PU,GA,,Unclassified,0,2,0
Iowa,Belle Plaine,Belle Plaine Municipal,TZT,PU,GA,,Basic,0,10,"4,300,000"
Iowa,Bloomfield,Bloomfield Municipal,4K6,PU,GA,,Unclassified,0,8,0
Iowa,Boone,Boone Municipal,BNW,PU,GA,,Local,0,30,"3,492,222"
Iowa,Burlington,Southeast Iowa Regional,BRL,PU,CS,,Regional,"4,076",30,"8,117,292"
Iowa,Carroll,Arthur N Neu,CIN,PU,GA,,Local,0,19,"3,015,000"
Iowa,Cedar Rapids,The Eastern Iowa,CID,PU,P,S,,"691,084",128,"82,747,443"
Iowa,Centerville,Centerville Municipal,TVK,PU,GA,,Basic,0,13,"4,077,278"
Iowa,Chariton,Chariton Municipal,CNC,PU,GA,,Basic,0,9,"3,199,333"
Iowa,Charles City,Northeast Iowa Regional,CCY,PU,GA,,Basic,0,14,"6,330,000"
Iowa,Cherokee,Cherokee County Regional,CKP,PU,GA,,Local,0,24,"7,405,000"
Iowa,Clarinda,Schenck Field,ICL,PU,GA,,Local,0,19,"5,025,000"
Iowa,Clarion,Clarion Municipal,CAV,PU,GA,,Basic,0,12,"3,316,222"
Iowa,Clear Lake,Mason City Municipal,MCW,PU,CS,,Regional,"5,780",59,"34,813,593"
Iowa,Clinton,Clinton Municipal,CWI,PU,GA,,Local,0,32,"5,468,171"
Iowa,Council Bluffs,Council Bluffs Municipal,CBF,PU,GA,,Regional,0,70,"9,585,000"
Iowa,Creston,Creston Municipal,CSQ,PU,GA,,Local,0,21,"7,150,020"
Iowa,Davenport,Davenport Municipal,DVN,PU,GA,,Regional,1,96,"8,896,778"
Iowa,Decorah,Decorah Municipal,DEH,PU,GA,,Local,0,28,"4,178,000"
Iowa,Denison,Denison Municipal,DNS,PU,GA,,Basic,0,11,"6,948,630"
Iowa,Des Moines,Des Moines International,DSM,PU,P,S,,"1,519,256",105,"603,588,595"
Iowa,Dubuque,Dubuque Regional,DBQ,PU,P,N,,"16,474",86,"46,905,251"
Iowa,Emmetsburg,Emmetsburg Municipal,EGQ,PU,GA,,Basic,0,14,"7,963,889"
Iowa,Estherville,Estherville Municipal,EST,PU,GA,,Local,4,20,"4,700,000"
Iowa,Fairfield,Fairfield Municipal,FFL,PU,GA,,Local,0,20,"2,794,242"
Iowa,Forest City,Forest City Municipal,FXY,PU,GA,,Local,0,18,"7,047,222"
Iowa,Fort Dodge,Fort Dodge Regional,FOD,PU,CS,,Regional,"6,195",24,"6,908,700"
Iowa,Fort Madison,Fort Madison Municipal,FSW,PU,GA,,Basic,0,9,"1,112,000"
Iowa,Greenfield,Greenfield Municipal,GFZ,PU,GA,,Local,0,26,"2,494,444"
Iowa,Grinnell,Grinnell Regional,GGI,PU,GA,,Local,0,17,"8,551,111"
Iowa,Guthrie Center,Guthrie County Regional,GCT,PU,GA,,Basic,0,10,"4,094,300"
Iowa,Hampton,Hampton Municipal,HPT,PU,GA,,Local,0,21,"3,170,000"
Iowa,Harlan,Harlan Municipal,HNR,PU,GA,,Local,0,26,"2,012,222"
Iowa,Humboldt,Humboldt Municipal,0K7,PU,GA,,Local,0,16,"1,600,000"
Iowa,Independence,James H Connell Field at Independence Municipal,IIB,PU,GA,,Local,0,29,"3,239,400"
Iowa,Iowa City,Iowa City Municipal,IOW,PU,GA,,Regional,"2,553",72,"12,761,950"
Iowa,Iowa Falls,Iowa Falls Municipal,IFA,PU,GA,,Basic,0,13,"3,162,000"
Iowa,Jefferson,Jefferson Municipal,EFW,PU,GA,,Local,0,28,"3,058,900"
Iowa,Keokuk,Keokuk Municipal,EOK,PU,GA,,Local,0,16,"5,212,231"
Iowa,Knoxville,Knoxville Municipal,OXV,PU,GA,,Local,5,34,"3,326,960"
Iowa,Lamoni,Lamoni Municipal,LWD,PU,GA,,Local,0,19,"4,960,416"
Iowa,Le Mars,Le Mars Municipal,LRJ,PU,GA,,Local,0,16,"1,956,667"
Iowa,Manchester,Manchester Municipal,C27,PU,GA,,Basic,0,9,"2,128,909"
Iowa,Mapleton,James G Whiting Memorial Field,MEY,PU,GA,,Basic,0,10,"1,318,000"
Iowa,Maquoketa,Maquoketa Municipal,OQW,PU,GA,,Basic,0,10,"5,107,611"
Iowa,Marshalltown,Marshalltown Municipal,MIW,PU,GA,,Local,0,33,"10,125,000"
Iowa,Maurice,Sioux County Regional,SXK,PU,GA,,Local,0,57,"2,225,250"
Iowa,Monticello,Monticello Regional,MXO,PU,GA,,Local,0,34,"5,850,000"
Iowa,Mount Pleasant,Mount Pleasant Municipal,MPZ,PU,GA,,Local,0,20,"4,661,411"
Iowa,Muscatine,Muscatine Municipal,MUT,PU,GA,,Local,0,20,"2,959,833"
Iowa,Newton,Newton Municipal-Earl Johnson Field,TNU,PU,GA,,Local,0,23,"1,981,000"
Iowa,Oelwein,Oelwein Municipal,OLZ,PU,GA,,Local,0,16,"829,750"
Iowa,Osceola,Osceola Municipal,I75,PU,GA,,Local,0,28,"4,478,925"
Iowa,Oskaloosa,Oskaloosa Municipal,OOA,PU,GA,,Local,0,21,"6,420,000"
Iowa,Ottumwa,Ottumwa Regional,OTM,PU,GA,,Local,1,30,"5,622,930"
Iowa,Pella,Pella Municipal,PEA,PU,GA,,Regional,0,31,"1,755,400"
Iowa,Perry,Perry Municipal,PRO,PU,GA,,Local,0,25,"8,444,240"
Iowa,Pocahontas,Pocahontas Municipal,POH,PU,GA,,Local,0,20,"2,078,550"
Iowa,Red Oak,Red Oak Municipal,RDK,PU,GA,,Local,0,30,"1,977,900"
Iowa,Rockwell City,Rockwell City Municipal,2Y4,PU,GA,,Basic,0,11,"1,187,550"
Iowa,Sac City,Sac City Municipal,SKI,PU,GA,,Basic,0,13,"1,765,000"
Iowa,Sheldon,Sheldon Regional,SHL,PU,GA,,Local,0,21,"7,843,790"
Iowa,Shenandoah,Shenandoah Municipal,SDA,PU,GA,,Basic,0,14,"1,167,069"
Iowa,Sioux City,Sioux Gateway/Brig General Bud Day Field,SUX,PU,P,N,,"27,099",57,"87,250,000"
Iowa,Spencer,Spencer Municipal,SPW,PU,GA,,Regional,20,26,"2,537,111"
Iowa,Storm Lake,Storm Lake Municipal,SLB,PU,GA,,Local,3,18,"7,769,668"
